ID,YearlyPayment,MontlyPayment
38375,3288.76,274.06
38376,1965.58,163.80
38377,5066.56,422.21
38378,2536.06,211.34
38379,2117.52,176.46
38380,5242.63,436.89
38381,4615.88,384.66
38382,3752.30,312.69
38383,3576.08,298.01
38384,5160.76,430.06
38385,2984.79,248.73
38386,3252.14,271.01
38387,6608.30,550.69
38388,2087.02,173.92
38389,1081.86,90.16
38390,2998.40,249.87
38391,3770.95,314.25
38392,4506.09,375.51
38393,6075.44,506.29
38394,6286.04,523.84
38395,6621.68,551.81
38396,5216.40,434.70
38397,3338.56,278.21
38398,3624.42,302.04
38399,6449.48,537.46
38400,2142.46,178.54
38401,2131.92,177.66
38402,2646.66,220.56
38403,3474.62,289.55
38404,3372.04,281.00
38405,4461.96,371.83
38406,2379.70,198.31
38407,4018.04,334.84
38408,4267.32,355.61
38409,4046.03,337.17
38410,7003.85,583.65
38411,6814.86,567.91
38412,2854.30,237.86
38413,4036.18,336.35
38414,1941.98,161.83
38415,5602.69,466.89
38416,3518.78,293.23
38417,2134.37,177.86
38418,4280.86,356.74
38419,6234.10,519.51
38420,4033.46,336.12
38421,6907.36,575.61
38422,3836.74,319.73
38423,1733.14,144.43
38424,7227.78,602.31
38425,1939.91,161.66
38426,3910.94,325.91
38427,4840.19,403.35
38428,3670.38,305.87
38429,3006.16,250.51
38430,5553.66,462.80
38431,4868.74,405.73
38432,2656.58,221.38
38433,6044.30,503.69
38434,2902.10,241.84
38435,3143.24,261.94
38436,2031.30,169.28
38437,6305.66,525.47
38438,2562.72,213.56
38439,2527.31,210.61
38440,7117.20,593.10
38441,5106.07,425.51
38442,4611.75,384.31
38443,3583.38,298.62
38444,2844.64,237.05
38445,4946.96,412.25
38446,3442.40,286.87
38447,2778.52,231.54
38448,4242.08,353.51
38449,1832.38,152.70
38450,3326.87,277.24
38451,6601.06,550.09
38452,2965.50,247.13
38453,1930.62,160.89
38454,3750.44,312.54
38455,4295.14,357.93
38456,6276.59,523.05
38457,4101.98,341.83
38458,6500.00,541.67
38459,4129.18,344.10
38460,5304.04,442.00
38461,6809.82,567.49
38462,1614.12,134.51
38463,2789.50,232.46
38464,3649.06,304.09
38465,1877.72,156.48
38466,6370.86,530.91
38467,3368.22,280.69
38468,2750.89,229.24
38469,4257.42,354.78
38470,2110.48,175.87
38471,5270.36,439.20
38472,3160.54,263.38
38473,3924.12,327.01
38474,2090.86,174.24
38475,3989.88,332.49
38476,2233.02,186.08
38477,4989.07,415.76
38478,3049.28,254.11
38479,3176.94,264.75
38480,3086.58,257.22
38481,1992.90,166.08
38482,6169.75,514.15
38483,2927.90,243.99
38484,2940.69,245.06
38485,6965.66,580.47
38486,2960.48,246.71
38487,5883.42,490.29
38488,3574.38,297.87
38489,4522.62,376.89
38490,4159.51,346.63
38491,5419.76,451.65
38492,2043.22,170.27
38493,3284.35,273.70
38494,3451.92,287.66
38495,3678.07,306.51
38496,3220.74,268.40
38497,2003.42,166.95
38498,3562.30,296.86
38499,4651.19,387.60
38500,4907.78,408.98
38501,3118.71,259.89
38502,3280.92,273.41
38503,6926.60,577.22
38504,6593.92,549.49
38505,4893.80,407.82
38506,3148.96,262.41
38507,3800.10,316.68
38508,5829.27,485.77
38509,1619.80,134.98
38510,2413.06,201.09
38511,4686.63,390.55
38512,1107.36,92.28
38513,6270.65,522.55
38514,2939.04,244.92
38515,2575.14,214.60
38516,6081.20,506.77
38517,6324.78,527.07
38518,857.96,71.50
38519,1659.78,138.32
38520,4771.46,397.62
38521,3148.54,262.38
38522,4682.42,390.20
38523,7936.58,661.38
38524,6209.28,517.44
38525,3849.76,320.81
38526,4775.47,397.96
38527,2219.48,184.96
38528,2949.04,245.75
38529,3440.60,286.72
38530,4434.70,369.56
38531,6009.32,500.78
38532,1557.96,129.83
38533,4114.42,342.87
38534,4625.32,385.44
38535,6792.46,566.04
38536,3486.89,290.57
38537,4614.98,384.58
38538,4283.68,356.97
38539,4216.46,351.37
38540,3286.16,273.85
38541,3439.58,286.63
38542,2894.70,241.23
38543,2051.54,170.96
38544,4658.26,388.19
38545,4364.46,363.71
38546,4770.32,397.53
38547,4070.36,339.20
38548,4117.92,343.16
38549,4613.42,384.45
38550,5705.76,475.48
38551,4276.49,356.37
38552,2579.20,214.93
38553,7440.84,620.07
38554,3654.98,304.58
38555,4030.16,335.85
38556,4511.54,375.96
38557,7551.34,629.28
38558,1333.06,111.09
38559,5122.77,426.90
38560,6558.04,546.50
38561,4670.74,389.23
38562,4642.44,386.87
38563,5485.24,457.10
38564,6385.90,532.16
38565,5339.52,444.96
38566,4525.62,377.14
38567,3835.90,319.66
38568,4413.56,367.80
38569,5915.18,492.93
38570,863.42,71.95
38571,6905.92,575.49
38572,2460.02,205.00
38573,3211.18,267.60
38574,6708.04,559.00
38575,7384.98,615.42
38576,5741.88,478.49
38577,1905.12,158.76
38578,7231.18,602.60
38579,3773.51,314.46
38580,4890.16,407.51
38581,3974.20,331.18
38582,3720.94,310.08
38583,2352.82,196.07
38584,4452.74,371.06
38585,6190.65,515.89
38586,3885.86,323.82
38587,497.73,41.48
38588,2740.85,228.40
38589,4812.56,401.05
38590,6400.10,533.34
38591,3211.46,267.62
38592,5354.96,446.25
38593,3343.92,278.66
38594,7644.12,637.01
38595,3650.56,304.21
38596,1701.74,141.81
38597,2988.05,249.00
38598,3530.66,294.22
38599,5628.20,469.02
38600,5326.10,443.84
38601,5373.94,447.83
38602,7429.10,619.09
38603,6590.39,549.20
38604,8054.80,671.23
38605,5722.14,476.85
38606,6348.06,529.01
38607,4200.28,350.02
38608,4770.15,397.51
38609,3621.34,301.78
38610,5209.64,434.14
38611,5095.86,424.66
38612,3811.92,317.66
38613,6224.22,518.69
38614,3335.96,278.00
38615,4405.38,367.12
38616,1730.90,144.24
38617,3547.93,295.66
38618,7923.94,660.33
38619,4297.60,358.13
38620,4832.66,402.72
38621,2898.42,241.54
38622,6044.58,503.71
38623,5264.68,438.72
38624,2943.38,245.28
38625,2671.42,222.62
38626,3026.26,252.19
38627,4433.46,369.46
38628,7232.53,602.71
38629,4982.56,415.21
38630,4840.14,403.35
38631,6140.62,511.72
38632,6703.92,558.66
38633,2939.32,244.94
38634,3135.66,261.31
38635,6983.09,581.92
38636,6956.24,579.69
38637,4388.48,365.71
38638,6879.73,573.31
38639,5667.77,472.31
38640,1939.68,161.64
38641,4959.14,413.26
38642,5008.20,417.35
38643,1849.84,154.15
38644,1458.20,121.52
38645,3246.34,270.53
38646,9000.43,750.04
38647,2400.52,200.04
38648,5248.00,437.33
38649,3941.94,328.50
38650,4430.41,369.20
38651,3047.44,253.95
38652,5673.91,472.83
38653,1783.64,148.64
38654,4265.71,355.48
38655,3516.44,293.04
38656,5868.76,489.06
38657,2374.46,197.87
38658,4359.50,363.29
38659,4819.62,401.64
38660,3337.46,278.12
38661,5604.62,467.05
38662,3757.04,313.09
38663,2091.05,174.25
38664,3292.88,274.41
38665,2076.09,173.01
38666,2922.92,243.58
38667,2945.60,245.47
38668,5435.90,452.99
38669,2868.78,239.07
38670,6568.95,547.41
38671,2462.08,205.17
38672,5898.46,491.54
38673,5555.26,462.94
38674,4536.14,378.01
38675,3928.14,327.35
38676,2631.12,219.26
38677,2796.72,233.06
38678,3686.32,307.19
38679,6851.22,570.94
38680,1630.78,135.90
38681,6637.21,553.10
38682,3091.42,257.62
38683,2379.91,198.33
38684,1892.12,157.68
38685,2920.12,243.34
38686,4109.95,342.50
38687,4206.44,350.54
38688,7066.22,588.85
38689,2831.50,235.96
38690,6654.06,554.51
38691,3972.92,331.08
38692,5897.13,491.43
38693,3301.04,275.09
38694,4041.42,336.79
38695,4522.20,376.85
38696,3717.12,309.76
38697,4272.68,356.06
38698,6938.74,578.23
38699,6194.78,516.23
38700,9521.60,793.47
38701,4292.86,357.74
38702,2417.50,201.46
38703,1248.22,104.02
38704,4885.64,407.14
38705,2018.68,168.22
38706,4302.60,358.55
38707,3602.01,300.17
38708,5680.76,473.40
38709,2100.20,175.02
38710,4924.88,410.41
38711,3076.04,256.34
38712,3698.76,308.23
38713,3214.64,267.89
38714,3182.80,265.23
38715,4885.36,407.11
38716,3801.42,316.79
38717,6115.65,509.64
38718,2750.44,229.20
38719,3838.92,319.91
38720,4136.94,344.75
38721,3926.39,327.20
38722,5587.99,465.67
38723,6955.68,579.64
38724,4205.46,350.45
38725,3055.48,254.62
38726,3084.19,257.02
38727,2517.92,209.83
38728,3077.26,256.44
38729,2639.70,219.98
38730,3919.58,326.63
38731,5389.26,449.11
38732,5441.22,453.44
38733,6171.90,514.33
38734,3676.36,306.36
38735,3462.24,288.52
38736,2372.52,197.71
38737,2152.00,179.33
38738,2720.22,226.69
38739,3062.36,255.20
38740,2910.92,242.58
38741,3495.44,291.29
38742,3040.72,253.39
38743,4032.42,336.04
38744,3649.50,304.13
38745,2266.96,188.91
38746,3815.20,317.93
38747,815.10,67.93
38748,4446.16,370.51
38749,3649.13,304.09
38750,6574.92,547.91
38751,2220.10,185.01
38752,3103.76,258.65
38753,2153.33,179.44
38754,2376.20,198.02
38755,3888.82,324.07
38756,2532.54,211.05
38757,1177.74,98.15
38758,3174.68,264.56
38759,2983.52,248.63
38760,2249.90,187.49
38761,2245.20,187.10
38762,4626.07,385.51
38763,3592.66,299.39
38764,3621.32,301.78
38765,4291.58,357.63
38766,6296.50,524.71
38767,3498.22,291.52
38768,6695.52,557.96
38769,5525.99,460.50
38770,2907.25,242.27
38771,3427.86,285.66
38772,3183.08,265.26
38773,3906.39,325.53
38774,6741.54,561.80
38775,7600.32,633.36
38776,8038.75,669.90
38777,1603.13,133.59
38778,7166.75,597.23
38779,3138.07,261.51
38780,2386.38,198.87
38781,1594.98,132.92
38782,3122.55,260.21
38783,2951.06,245.92
38784,6759.38,563.28
38785,4705.34,392.11
38786,4655.81,387.98
38787,9080.16,756.68
38788,2801.60,233.47
38789,6552.56,546.05
38790,4688.06,390.67
38791,3645.30,303.78
38792,3444.06,287.01
38793,2508.36,209.03
38794,3680.32,306.69
38795,5659.10,471.59
38796,2755.28,229.61
38797,6213.88,517.82
38798,2893.19,241.10
38799,3182.20,265.18
38800,2810.38,234.20
38801,2409.20,200.77
38802,4640.07,386.67
38803,3851.94,321.00
38804,6073.64,506.14
38805,3875.72,322.98
38806,1989.41,165.78
38807,4113.26,342.77
38808,6354.50,529.54
38809,2794.31,232.86
38810,2205.18,183.77
38811,2279.89,189.99
38812,7145.36,595.45
38813,4923.54,410.30
38814,2244.85,187.07
38815,3733.76,311.15
38816,4723.04,393.59
38817,6138.38,511.53
38818,4432.89,369.41
38819,3115.77,259.65
38820,3497.18,291.43
38821,3161.40,263.45
38822,6627.08,552.26
38823,4941.87,411.82
38824,3350.04,279.17
38825,1509.77,125.81
38826,6284.36,523.70
38827,2587.54,215.63
38828,2844.44,237.04
38829,3453.34,287.78
38830,2308.72,192.39
38831,3217.37,268.11
38832,2038.60,169.88
38833,3874.44,322.87
38834,3517.00,293.08
38835,2493.58,207.80
38836,2782.22,231.85
38837,4641.70,386.81
38838,7291.65,607.64
38839,6545.33,545.44
38840,2837.78,236.48
38841,6180.14,515.01
38842,3216.64,268.05
38843,3205.76,267.15
38844,2872.60,239.38
38845,5012.72,417.73
38846,2799.42,233.29
38847,7934.51,661.21
38848,3838.82,319.90
38849,2644.82,220.40
38850,6576.30,548.03
38851,4252.81,354.40
38852,3698.52,308.21
38853,6948.40,579.03
38854,6874.25,572.85
38855,3782.04,315.17
38856,4945.88,412.16
38857,3605.50,300.46
38858,5847.54,487.30
38859,4377.79,364.82
38860,2586.48,215.54
38861,8367.22,697.27
38862,6566.38,547.20
38863,3059.44,254.95
38864,2382.12,198.51
38865,4099.56,341.63
38866,3757.26,313.11
38867,1591.00,132.58
38868,3485.62,290.47
38869,4741.10,395.09
38870,3608.68,300.72
38871,2308.84,192.40
38872,2857.52,238.13
38873,3432.06,286.00
38874,2216.45,184.70
38875,6812.48,567.71
38876,4941.02,411.75
38877,6177.86,514.82
38878,4206.24,350.52
38879,7150.59,595.88
38880,4634.42,386.20
38881,2129.88,177.49
38882,1971.98,164.33
38883,4732.66,394.39
38884,2476.06,206.34
38885,3886.19,323.85
38886,3826.10,318.84
38887,3927.68,327.31
38888,3936.54,328.05
38889,4834.98,402.92
38890,3842.86,320.24
38891,6244.12,520.34
38892,7080.28,590.02
38893,4153.90,346.16
38894,4356.06,363.01
38895,2410.72,200.89
38896,3798.40,316.53
38897,2202.88,183.57
38898,4572.60,381.05
38899,6673.72,556.14
38900,2623.24,218.60
38901,3622.44,301.87
38902,4391.64,365.97
38903,4895.00,407.92
38904,3651.16,304.26
38905,3288.34,274.03
38906,3842.02,320.17
38907,4102.38,341.87
38908,2052.68,171.06
38909,4090.48,340.87
38910,5640.12,470.01
38911,2939.62,244.97
38912,2109.70,175.81
38913,4462.25,371.85
38914,5266.46,438.87
38915,6448.36,537.36
38916,1807.36,150.61
38917,5260.52,438.38
38918,7407.62,617.30
38919,2005.76,167.15
38920,2989.22,249.10
38921,6086.78,507.23
38922,2199.83,183.32
38923,3711.80,309.32
38924,2934.04,244.50
38925,6596.72,549.73
38926,2995.44,249.62
38927,3676.75,306.40
38928,4918.67,409.89
38929,3729.10,310.76
38930,3259.09,271.59
38931,3857.64,321.47
38932,3042.74,253.56
38933,2466.10,205.51
38934,4660.17,388.35
38935,2964.12,247.01
38936,6202.12,516.84
38937,3442.00,286.83
38938,6935.80,577.98
38939,4316.89,359.74
38940,2656.07,221.34
38941,3783.26,315.27
38942,4028.75,335.73
38943,5819.06,484.92
38944,3658.30,304.86
38945,3655.78,304.65
38946,1150.08,95.84
38947,1883.08,156.92
38948,3836.63,319.72
38949,3295.36,274.61
38950,2048.83,170.74
38951,4042.10,336.84
38952,4197.08,349.76
38953,2809.20,234.10
38954,2889.34,240.78
38955,5285.39,440.45
38956,9226.78,768.90
38957,4623.04,385.25
38958,3218.08,268.17
38959,4571.18,380.93
38960,6188.40,515.70
38961,3023.68,251.97
38962,3836.92,319.74
38963,2485.20,207.10
38964,3443.28,286.94
38965,8592.06,716.00
38966,6490.80,540.90
38967,2779.42,231.62
38968,4007.96,334.00
38969,3250.56,270.88
38970,6717.84,559.82
38971,6732.81,561.07
38972,5599.44,466.62
38973,5462.34,455.20
38974,6633.39,552.78
38975,5068.58,422.38
38976,1729.12,144.09
38977,4510.58,375.88
38978,5340.05,445.00
38979,4891.40,407.62
38980,1993.82,166.15
38981,4314.69,359.56
38982,4904.62,408.72
38983,3350.80,279.23
38984,4353.32,362.78
38985,6610.29,550.86
38986,1660.30,138.36
38987,2808.64,234.05
38988,7495.32,624.61
38989,4494.02,374.50
38990,6403.40,533.62
38991,4275.90,356.33
38992,9319.64,776.64
38993,7267.04,605.59
38994,6490.04,540.84
38995,3929.32,327.44
38996,2436.98,203.08
38997,2432.15,202.68
38998,3792.20,316.02
38999,4222.56,351.88
39000,3751.56,312.63
39001,3080.36,256.70
39002,9257.43,771.45
39003,4566.95,380.58
39004,2941.13,245.09
39005,6497.66,541.47
39006,1938.86,161.57
39007,3988.53,332.38
39008,1418.14,118.18
39009,3495.18,291.27
39010,8866.67,738.89
39011,5242.12,436.84
39012,1193.71,99.48
39013,2683.82,223.65
39014,4792.60,399.38
39015,4499.68,374.97
39016,1710.20,142.52
39017,6788.60,565.72
39018,7145.14,595.43
39019,3591.42,299.29
39020,3844.36,320.36
39021,3505.10,292.09
39022,7624.59,635.38
39023,5327.06,443.92
39024,5385.44,448.79
39025,7498.95,624.91
39026,3616.80,301.40
39027,5159.28,429.94
39028,6922.40,576.87
39029,3347.20,278.93
39030,5107.89,425.66
39031,6550.18,545.85
39032,3608.45,300.70
39033,5735.31,477.94
39034,3847.40,320.62
39035,1144.42,95.37
39036,8812.77,734.40
39037,6070.27,505.86
39038,4044.93,337.08
39039,3242.38,270.20
39040,3509.94,292.50
39041,4545.87,378.82
39042,5862.14,488.51
39043,7056.94,588.08
39044,3740.82,311.74
39045,3114.98,259.58
39046,4151.92,345.99
39047,1845.78,153.82
39048,6832.64,569.39
39049,3317.46,276.46
39050,5293.14,441.10
39051,3617.93,301.49
39052,2100.66,175.06
39053,3263.17,271.93
39054,4672.71,389.39
39055,4737.85,394.82
39056,2820.82,235.07
39057,6133.44,511.12
39058,1695.52,141.29
39059,4019.28,334.94
39060,6757.38,563.12
39061,7260.49,605.04
39062,1893.66,157.81
39063,2788.86,232.41
39064,6939.40,578.28
39065,1674.00,139.50
39066,1888.40,157.37
39067,3343.88,278.66
39068,4012.66,334.39
39069,4290.78,357.57
39070,2548.36,212.36
39071,5064.79,422.07
39072,3799.96,316.66
39073,3127.50,260.63
39074,1987.18,165.60
39075,6595.59,549.63
39076,4337.79,361.48
39077,2574.28,214.52
39078,3604.00,300.33
39079,4923.51,410.29
39080,1773.46,147.79
39081,5638.36,469.86
39082,7031.70,585.98
39083,3816.00,318.00
39084,3100.73,258.39
39085,2360.16,196.68
39086,4496.22,374.69
39087,3390.79,282.57
39088,1817.08,151.42
39089,3693.37,307.78
39090,3835.54,319.63
39091,7450.18,620.85
39092,3614.13,301.18
39093,7353.67,612.81
39094,984.47,82.04
39095,5603.34,466.94
39096,3875.84,322.99
39097,3682.86,306.91
39098,3740.88,311.74
39099,3030.08,252.51
39100,3400.40,283.37
39101,6070.90,505.91
39102,6159.88,513.32
39103,2081.62,173.47
39104,5965.34,497.11
39105,2266.98,188.91
39106,5699.96,475.00
39107,7413.03,617.75
39108,3863.69,321.97
39109,7264.33,605.36
39110,3014.05,251.17
39111,2313.14,192.76
39112,4497.62,374.80
39113,5529.68,460.81
39114,1905.98,158.83
39115,3769.02,314.09
39116,6673.04,556.09
39117,2633.50,219.46
39118,5992.06,499.34
39119,3934.82,327.90
39120,7175.70,597.97
39121,3945.86,328.82
39122,3221.32,268.44
39123,4897.04,408.09
39124,2019.74,168.31
39125,7526.94,627.24
39126,5265.77,438.81
39127,3883.96,323.66
39128,6480.22,540.02
39129,2773.97,231.16
39130,5937.44,494.79
39131,4859.72,404.98
39132,1658.05,138.17
39133,2513.76,209.48
39134,6175.12,514.59
39135,2964.86,247.07
39136,2142.42,178.54
39137,3036.30,253.02
39138,4612.72,384.39
39139,5765.27,480.44
39140,7223.28,601.94
39141,3879.00,323.25
39142,2575.39,214.62
39143,5518.70,459.89
39144,5526.80,460.57
39145,3330.54,277.55
39146,3596.84,299.74
39147,5966.28,497.19
39148,3378.70,281.56
39149,3479.25,289.94
39150,2708.12,225.68
39151,2986.25,248.85
39152,3565.54,297.13
39153,2143.90,178.66
39154,4349.26,362.44
39155,4973.43,414.45
39156,5122.64,426.89
39157,3944.80,328.73
39158,7853.74,654.48
39159,7970.33,664.19
39160,2777.70,231.48
39161,1371.48,114.29
39162,2900.06,241.67
39163,2877.74,239.81
39164,5736.72,478.06
39165,3293.32,274.44
39166,7536.68,628.06
39167,7608.64,634.05
39168,3512.94,292.75
39169,3745.38,312.12
39170,6588.32,549.03
39171,4080.82,340.07
39172,5965.46,497.12
39173,981.58,81.80
39174,5774.28,481.19
39175,7103.10,591.92
39176,4570.44,380.87
39177,2302.04,191.84
39178,7453.80,621.15
39179,6614.03,551.17
39180,3955.40,329.62
39181,5719.50,476.63
39182,2087.98,174.00
39183,7247.96,604.00
39184,5782.24,481.85
39185,4913.06,409.42
39186,4093.70,341.14
39187,6660.28,555.02
39188,3443.38,286.95
39189,2942.16,245.18
39190,4955.48,412.96
39191,5766.38,480.53
39192,3114.38,259.53
39193,6902.29,575.19
39194,7910.94,659.25
39195,3418.82,284.90
39196,3862.38,321.87
39197,3227.94,269.00
39198,7228.75,602.40
39199,3572.35,297.70
39200,3470.64,289.22
39201,2648.54,220.71
39202,4431.03,369.25
39203,1999.14,166.60
39204,5831.00,485.92
39205,8446.63,703.89
39206,4632.36,386.03
39207,930.70,77.56
39208,3358.48,279.87
39209,3812.04,317.67
39210,2674.68,222.89
39211,6839.66,569.97
39212,3617.86,301.49
39213,2635.08,219.59
39214,6577.50,548.13
39215,4744.10,395.34
39216,4028.34,335.70
39217,2826.45,235.54
39218,4185.46,348.79
39219,2597.90,216.49
39220,2008.83,167.40
39221,3055.06,254.59
39222,6525.34,543.78
39223,6255.98,521.33
39224,4823.24,401.94
39225,5251.20,437.60
39226,7413.68,617.81
39227,4113.87,342.82
39228,4088.54,340.71
39229,6243.52,520.29
39230,3892.12,324.34
39231,4342.46,361.87
39232,5393.90,449.49
39233,1823.34,151.95
39234,5745.74,478.81
39235,3031.84,252.65
39236,1951.54,162.63
39237,4285.94,357.16
39238,5940.10,495.01
39239,2415.34,201.28
39240,2658.44,221.54
39241,3611.84,300.99
39242,5233.00,436.08
39243,4489.48,374.12
39244,4066.62,338.89
39245,6101.06,508.42
39246,5007.18,417.27
39247,8460.61,705.05
39248,6518.30,543.19
39249,3034.56,252.88
39250,7129.56,594.13
39251,3049.49,254.12
39252,4075.22,339.60
39253,4356.88,363.07
39254,2118.98,176.58
39255,7547.14,628.93
39256,2611.08,217.59
39257,3498.68,291.56
39258,2725.10,227.09
39259,2105.86,175.49
39260,6012.08,501.01
39261,4215.84,351.32
39262,4048.82,337.40
39263,1338.90,111.58
39264,4936.22,411.35
39265,6858.30,571.53
39266,7303.48,608.62
39267,2152.56,179.38
39268,2123.89,176.99
39269,3737.66,311.47
39270,2690.16,224.18
39271,4770.31,397.53
39272,1884.16,157.01
39273,4271.65,355.97
39274,1946.92,162.24
39275,3844.68,320.39
39276,6001.42,500.12
39277,4058.46,338.21
39278,7067.85,588.99
39279,3284.64,273.72
39280,3682.52,306.88
39281,3408.88,284.07
39282,4345.67,362.14
39283,3812.52,317.71
39284,3070.24,255.85
39285,3870.60,322.55
39286,7936.63,661.39
39287,3416.44,284.70
39288,2638.17,219.85
39289,3406.38,283.87
39290,5919.62,493.30
39291,5632.36,469.36
39292,6386.00,532.17
39293,6199.62,516.64
39294,4278.45,356.54
39295,1934.50,161.21
39296,3999.98,333.33
39297,4339.24,361.60
39298,1767.74,147.31
39299,6417.42,534.79
39300,4717.90,393.16
39301,1295.08,107.92
39302,6655.88,554.66
39303,3557.88,296.49
39304,7850.54,654.21
39305,3102.52,258.54
39306,3897.41,324.78
39307,2207.90,183.99
39308,4108.96,342.41
39309,4841.94,403.49
39310,6941.84,578.49
39311,2666.72,222.23
39312,3341.18,278.43
39313,4394.92,366.24
39314,7024.26,585.36
39315,3168.94,264.08
39316,4322.55,360.21
39317,6454.20,537.85
39318,6993.74,582.81
39319,5874.58,489.55
39320,3038.92,253.24
39321,2462.36,205.20
39322,3538.05,294.84
39323,3687.52,307.29
39324,4519.60,376.63
39325,2112.76,176.06
39326,6957.80,579.82
39327,1921.20,160.10
39328,2164.50,180.38
39329,4025.10,335.42
39330,3999.70,333.31
39331,6678.57,556.55
39332,6652.44,554.37
39333,3010.18,250.85
39334,3783.84,315.32
39335,8826.98,735.58
39336,5944.72,495.39
39337,4238.96,353.25
39338,3248.94,270.75
39339,5950.00,495.83
39340,1626.24,135.52
39341,2447.98,204.00
39342,3713.94,309.50
39343,5159.35,429.95
39344,3488.76,290.73
39345,5435.04,452.92
39346,6835.28,569.61
39347,3109.83,259.15
39348,6206.19,517.18
39349,4408.20,367.35
39350,6663.68,555.31
39351,3721.20,310.10
39352,3670.76,305.90
39353,4544.54,378.71
39354,2378.79,198.23
39355,2441.60,203.47
39356,5059.66,421.64
39357,4709.40,392.45
39358,3440.50,286.71
39359,3696.21,308.02
39360,7088.61,590.72
39361,3771.96,314.33
39362,4496.90,374.74
39363,3390.86,282.57
39364,7756.30,646.36
39365,4610.08,384.17
39366,4604.02,383.67
39367,4247.42,353.95
39368,4531.09,377.59
39369,3442.38,286.87
39370,4684.66,390.39
39371,2926.44,243.87
39372,4782.80,398.57
39373,2341.48,195.12
39374,4881.45,406.79
39375,3196.63,266.39
39376,4455.14,371.26
39377,2367.24,197.27
39378,4140.22,345.02
39379,5033.24,419.44
39380,3929.77,327.48
39381,4095.25,341.27
39382,1276.88,106.41
39383,2801.70,233.48
39384,6583.87,548.66
39385,6689.44,557.45
39386,4391.86,365.99
39387,7041.56,586.80
39388,4022.90,335.24
39389,3107.52,258.96
39390,3823.50,318.63
39391,6800.52,566.71
39392,3735.62,311.30
39393,2424.68,202.06
39394,3876.76,323.06
39395,3315.28,276.27
39396,3279.99,273.33
39397,4388.72,365.73
39398,3276.68,273.06
39399,5082.86,423.57
39400,6363.94,530.33
39401,3243.64,270.30
39402,3980.96,331.75
39403,4964.97,413.75
39404,2027.36,168.95
39405,6914.18,576.18
39406,3349.91,279.16
39407,5022.98,418.58
39408,6370.14,530.85
39409,3870.20,322.52
39410,3784.29,315.36
39411,2664.82,222.07
39412,4020.76,335.06
39413,5863.15,488.60
39414,4189.50,349.12
39415,4336.77,361.40
39416,6457.65,538.14
39417,4481.98,373.50
39418,1753.10,146.09
39419,1468.24,122.35
39420,1644.23,137.02
39421,3545.20,295.43
39422,3975.90,331.33
39423,3881.28,323.44
39424,6622.76,551.90
39425,6154.02,512.84
39426,4094.41,341.20
39427,2929.13,244.09
39428,6217.96,518.16
39429,3969.29,330.77
39430,7168.70,597.39
39431,2170.14,180.85
39432,3535.10,294.59
39433,1799.54,149.96
39434,3927.14,327.26
39435,1131.26,94.27
39436,3634.29,302.86
39437,5672.90,472.74
39438,2526.24,210.52
39439,2482.44,206.87
39440,3450.16,287.51
39441,2752.51,229.38
39442,2432.55,202.71
39443,5142.85,428.57
39444,7597.28,633.11
39445,3737.66,311.47
39446,4407.10,367.26
39447,3391.68,282.64
39448,4431.21,369.27
39449,5621.46,468.46
39450,4316.12,359.68
39451,6442.78,536.90
39452,4877.04,406.42
39453,5223.94,435.33
39454,4909.76,409.15
39455,3847.00,320.58
39456,3930.94,327.58
39457,1654.16,137.85
39458,3048.28,254.02
39459,2697.82,224.82
39460,4490.92,374.24
39461,2616.12,218.01
39462,3089.46,257.46
39463,4261.10,355.09
39464,2142.18,178.52
39465,3534.94,294.58
39466,3122.89,260.24
39467,4090.44,340.87
39468,2302.52,191.88
39469,4691.88,390.99
39470,4645.83,387.15
39471,8125.76,677.15
39472,2152.12,179.34
39473,2957.94,246.49
39474,4403.00,366.92
39475,4303.32,358.61
39476,2795.52,232.96
39477,2753.63,229.47
39478,2361.36,196.78
39479,1880.66,156.72
39480,4028.72,335.73
39481,2628.66,219.06
39482,2615.79,217.98
39483,6726.07,560.51
39484,7022.26,585.19
39485,3063.10,255.26
39486,4088.36,340.70
39487,4982.70,415.23
39488,3095.42,257.95
39489,3247.72,270.64
39490,1865.40,155.45
39491,6480.30,540.03
39492,3862.30,321.86
39493,5993.18,499.43
39494,4397.07,366.42
39495,3908.54,325.71
39496,5993.46,499.46
39497,3064.23,255.35
39498,2171.77,180.98
39499,3478.86,289.91
39500,4892.73,407.73
39501,4111.86,342.65
39502,3874.32,322.86
39503,5680.11,473.34
39504,5974.84,497.90
39505,3253.84,271.15
39506,6554.25,546.19
39507,4201.93,350.16
39508,3961.91,330.16
39509,4201.16,350.10
39510,3152.76,262.73
39511,4230.66,352.56
39512,5997.12,499.76
39513,7620.96,635.08
39514,5914.77,492.90
39515,3088.64,257.39
39516,3039.09,253.26
39517,2881.95,240.16
39518,6096.37,508.03
39519,4450.04,370.84
39520,5556.75,463.06
39521,4947.12,412.26
39522,6186.46,515.54
39523,3759.68,313.31
39524,2089.04,174.09
39525,3778.46,314.87
39526,7433.16,619.43
39527,5526.02,460.50
39528,3175.12,264.59
39529,4515.98,376.33
39530,5780.27,481.69
39531,4099.68,341.64
39532,2767.51,230.63
39533,3121.74,260.15
39534,6918.01,576.50
39535,3224.22,268.69
39536,3894.34,324.53
39537,6134.69,511.22
39538,2073.92,172.83
39539,2810.08,234.17
