ID,YearlyPayment,MontlyPayment
9256,2391.68,199.31
9257,4272.36,356.03
9258,5558.42,463.20
9259,5768.10,480.68
9260,5426.32,452.19
9261,2602.98,216.92
9262,2109.28,175.77
9263,3789.24,315.77
9264,5811.21,484.27
9265,2923.74,243.65
9266,4552.88,379.41
9267,6485.92,540.49
9268,2852.82,237.74
9269,4878.94,406.58
9270,4187.72,348.98
9271,4060.51,338.38
9272,6412.52,534.38
9273,3006.51,250.54
9274,4949.24,412.44
9275,5921.45,493.45
9276,4576.02,381.34
9277,2494.51,207.88
9278,4002.48,333.54
9279,4438.66,369.89
9280,4202.28,350.19
9281,1948.98,162.42
9282,3401.43,283.45
9283,4723.86,393.66
9284,2813.12,234.43
9285,1795.66,149.64
9286,4935.28,411.27
9287,7273.06,606.09
9288,4376.77,364.73
9289,3362.62,280.22
9290,5246.33,437.19
9291,4428.32,369.03
9292,4298.10,358.18
9293,7046.71,587.23
9294,3743.02,311.92
9295,2313.44,192.79
9296,5804.13,483.68
9297,2743.34,228.61
9298,7305.22,608.77
9299,2470.38,205.87
9300,3253.00,271.08
9301,3129.35,260.78
9302,6024.51,502.04
9303,3724.04,310.34
9304,4284.44,357.04
9305,6821.28,568.44
9306,2095.36,174.61
9307,6894.60,574.55
9308,2565.31,213.78
9309,7016.60,584.72
9310,2863.06,238.59
9311,4539.98,378.33
9312,7171.76,597.65
9313,6647.08,553.92
9314,2152.62,179.39
9315,5124.47,427.04
9316,5971.54,497.63
9317,1815.72,151.31
9318,4916.21,409.68
9319,6984.06,582.01
9320,3317.02,276.42
9321,2866.09,238.84
9322,5087.26,423.94
9323,3603.84,300.32
9324,2138.50,178.21
9325,6484.12,540.34
9326,948.68,79.06
9327,4745.22,395.44
9328,5740.84,478.40
9329,2388.12,199.01
9330,6658.17,554.85
9331,4413.74,367.81
9332,3353.14,279.43
9333,4081.58,340.13
9334,4407.24,367.27
9335,4808.08,400.67
9336,6878.86,573.24
9337,1760.88,146.74
9338,3355.22,279.60
9339,3483.32,290.28
9340,4174.96,347.91
9341,3722.88,310.24
9342,2027.54,168.96
9343,1476.50,123.04
9344,6568.36,547.36
9345,2084.28,173.69
9346,5128.90,427.41
9347,3560.89,296.74
9348,5574.55,464.55
9349,2023.68,168.64
9350,2094.94,174.58
9351,7804.97,650.41
9352,4809.78,400.82
9353,4159.16,346.60
9354,3075.02,256.25
9355,1587.34,132.28
9356,6475.76,539.65
9357,2750.34,229.20
9358,6952.72,579.39
9359,8332.99,694.42
9360,5488.94,457.41
9361,2322.74,193.56
9362,3676.52,306.38
9363,3684.36,307.03
9364,1842.64,153.55
9365,3418.52,284.88
9366,3376.80,281.40
9367,867.76,72.31
9368,3532.72,294.39
9369,3293.61,274.47
9370,2787.76,232.31
9371,3259.78,271.65
9372,4554.68,379.56
9373,3403.04,283.59
9374,4199.34,349.95
9375,2358.14,196.51
9376,4131.27,344.27
9377,4013.14,334.43
9378,3265.12,272.09
9379,3735.18,311.27
9380,2752.38,229.37
9381,5791.36,482.61
9382,5712.97,476.08
9383,3120.74,260.06
9384,6091.78,507.65
9385,2253.50,187.79
9386,7875.39,656.28
9387,6624.38,552.03
9388,3322.98,276.92
9389,1969.98,164.17
9390,1694.50,141.21
9391,7079.82,589.99
9392,6593.34,549.45
9393,4487.36,373.95
9394,7578.75,631.56
9395,2353.06,196.09
9396,7469.04,622.42
9397,6847.54,570.63
9398,3622.40,301.87
9399,1867.62,155.64
9400,2764.13,230.34
9401,3254.46,271.21
9402,3084.62,257.05
9403,3520.22,293.35
9404,3991.46,332.62
9405,4366.40,363.87
9406,5739.18,478.27
9407,4528.35,377.36
9408,7485.08,623.76
9409,4556.11,379.68
9410,4351.76,362.65
9411,7106.39,592.20
9412,3310.56,275.88
9413,3440.92,286.74
9414,5992.30,499.36
9415,2840.76,236.73
9416,4072.66,339.39
9417,3142.38,261.87
9418,7068.54,589.05
9419,2536.24,211.35
9420,3083.60,256.97
9421,2066.90,172.24
9422,4416.20,368.02
9423,5389.36,449.11
9424,1623.56,135.30
9425,2875.84,239.65
9426,4792.72,399.39
9427,4449.74,370.81
9428,2820.98,235.08
9429,2859.62,238.30
9430,3747.66,312.31
9431,5913.80,492.82
9432,1624.98,135.42
9433,3612.04,301.00
9434,3547.46,295.62
9435,768.34,64.03
9436,3874.90,322.91
9437,6667.26,555.61
9438,2857.58,238.13
9439,1944.26,162.02
9440,6045.86,503.82
9441,6430.34,535.86
9442,6374.35,531.20
9443,2643.94,220.33
9444,5154.16,429.51
9445,4316.58,359.72
9446,3551.90,295.99
9447,5171.38,430.95
9448,2093.41,174.45
9449,6822.66,568.56
9450,3857.90,321.49
9451,6068.04,505.67
9452,4948.11,412.34
9453,7295.14,607.93
9454,2146.42,178.87
9455,8378.66,698.22
9456,5506.30,458.86
9457,1734.14,144.51
9458,2535.50,211.29
9459,2530.28,210.86
9460,3280.32,273.36
9461,4169.82,347.49
9462,3918.38,326.53
9463,1623.05,135.25
9464,3193.52,266.13
9465,4505.47,375.46
9466,4433.64,369.47
9467,3468.06,289.01
9468,3713.69,309.47
9469,7704.54,642.04
9470,5965.24,497.10
9471,4590.81,382.57
9472,4051.58,337.63
9473,9392.49,782.71
9474,2990.22,249.19
9475,3397.32,283.11
9476,3684.00,307.00
9477,6505.26,542.11
9478,6227.31,518.94
9479,3135.52,261.29
9480,4761.26,396.77
9481,2306.54,192.21
9482,5992.14,499.35
9483,6193.04,516.09
9484,6048.68,504.06
9485,2878.12,239.84
9486,6584.82,548.73
9487,3084.88,257.07
9488,5991.90,499.33
9489,2834.42,236.20
9490,4794.84,399.57
9491,5953.29,496.11
9492,5716.70,476.39
9493,7153.50,596.13
9494,7133.16,594.43
9495,3336.30,278.02
9496,6824.58,568.71
9497,2850.10,237.51
9498,4302.46,358.54
9499,4633.33,386.11
9500,2309.65,192.47
9501,2211.68,184.31
9502,3926.12,327.18
9503,2484.38,207.03
9504,6512.87,542.74
9505,3703.99,308.67
9506,5440.92,453.41
9507,4269.55,355.80
9508,2838.98,236.58
9509,3186.80,265.57
9510,4087.70,340.64
9511,5135.66,427.97
9512,3866.63,322.22
9513,2741.02,228.42
9514,1861.04,155.09
9515,5001.29,416.77
9516,3508.88,292.41
9517,1924.64,160.39
9518,2826.76,235.56
9519,2543.16,211.93
9520,4556.96,379.75
9521,5098.98,424.92
9522,7630.86,635.91
9523,3038.65,253.22
9524,1165.50,97.13
9525,5464.44,455.37
9526,1104.58,92.05
9527,2872.78,239.40
9528,3251.32,270.94
9529,4309.33,359.11
9530,7441.53,620.13
9531,5279.23,439.94
9532,7864.20,655.35
9533,2477.19,206.43
9534,3806.48,317.21
9535,3667.82,305.65
9536,2187.42,182.29
9537,5079.40,423.28
9538,3113.07,259.42
9539,2220.17,185.01
9540,6191.34,515.95
9541,4290.87,357.57
9542,4674.90,389.57
9543,2981.78,248.48
9544,1868.55,155.71
9545,3101.46,258.46
9546,6912.96,576.08
9547,4935.20,411.27
9548,3530.10,294.18
9549,3360.60,280.05
9550,3967.66,330.64
9551,4635.42,386.29
9552,2599.84,216.65
9553,3841.08,320.09
9554,3199.46,266.62
9555,5925.86,493.82
9556,3374.75,281.23
9557,2869.28,239.11
9558,3360.80,280.07
9559,3741.19,311.77
9560,2137.13,178.09
9561,6469.02,539.09
9562,4932.40,411.03
9563,5939.21,494.93
9564,3147.48,262.29
9565,2526.74,210.56
9566,2719.84,226.65
9567,5755.66,479.64
9568,5423.63,451.97
9569,3400.29,283.36
9570,7054.24,587.85
9571,2695.16,224.60
9572,4740.66,395.06
9573,2034.74,169.56
9574,6903.32,575.28
9575,3769.74,314.15
9576,1914.64,159.55
9577,6791.77,565.98
9578,3550.77,295.90
9579,3865.72,322.14
9580,3944.66,328.72
9581,4492.50,374.38
9582,4181.30,348.44
9583,2525.84,210.49
9584,6260.37,521.70
9585,2717.48,226.46
9586,7568.13,630.68
9587,7106.24,592.19
9588,3679.48,306.62
9589,4197.40,349.78
9590,4316.94,359.75
9591,5633.94,469.50
9592,3310.34,275.86
9593,7848.45,654.04
9594,2482.86,206.90
9595,3517.20,293.10
9596,3676.87,306.41
9597,5919.74,493.31
9598,3199.58,266.63
9599,2995.28,249.61
9600,5397.14,449.76
9601,4172.70,347.73
9602,4020.06,335.01
9603,2595.04,216.25
9604,5481.24,456.77
9605,4960.58,413.38
9606,3879.16,323.26
9607,4426.06,368.84
9608,2781.12,231.76
9609,5094.28,424.52
9610,1908.22,159.02
9611,3281.14,273.43
9612,2723.10,226.93
9613,3984.41,332.03
9614,5926.00,493.83
9615,2039.44,169.95
9616,5412.96,451.08
9617,2562.89,213.57
9618,4351.42,362.62
9619,4007.02,333.92
9620,2181.06,181.76
9621,5010.32,417.53
9622,1855.13,154.59
9623,4765.36,397.11
9624,7348.51,612.38
9625,2415.54,201.30
9626,4094.86,341.24
9627,1904.92,158.74
9628,5550.88,462.57
9629,5480.40,456.70
9630,6425.22,535.44
9631,4862.09,405.17
9632,5556.08,463.01
9633,2579.36,214.95
9634,2268.86,189.07
9635,2958.24,246.52
9636,1875.31,156.28
9637,3725.78,310.48
9638,4180.74,348.40
9639,3071.47,255.96
9640,6501.78,541.82
9641,3145.50,262.13
9642,2824.14,235.35
9643,1164.38,97.03
9644,5196.70,433.06
9645,2642.32,220.19
9646,6217.60,518.13
9647,2159.96,180.00
9648,4105.13,342.09
9649,4364.04,363.67
9650,2543.00,211.92
9651,3670.98,305.92
9652,2440.84,203.40
9653,2671.82,222.65
9654,3837.62,319.80
9655,2723.10,226.93
9656,5891.40,490.95
9657,8855.33,737.94
9658,6607.66,550.64
9659,4879.75,406.65
9660,6169.10,514.09
9661,5017.04,418.09
9662,7237.11,603.09
9663,3869.20,322.43
9664,4518.28,376.52
9665,4391.34,365.95
9666,3838.46,319.87
9667,3059.11,254.93
9668,4316.42,359.70
9669,6994.32,582.86
9670,3715.80,309.65
9671,5484.80,457.07
9672,4112.26,342.69
9673,6160.06,513.34
9674,2040.91,170.08
9675,4211.44,350.95
9676,4119.27,343.27
9677,4161.92,346.83
9678,5915.64,492.97
9679,3012.26,251.02
9680,4988.98,415.75
9681,2123.99,177.00
9682,3169.74,264.15
9683,3526.06,293.84
9684,3923.99,327.00
9685,4618.74,384.90
9686,2408.02,200.67
9687,2620.54,218.38
9688,4719.46,393.29
9689,5470.30,455.86
9690,2547.75,212.31
9691,1506.35,125.53
9692,3529.78,294.15
9693,3320.44,276.70
9694,5533.84,461.15
9695,1986.94,165.58
9696,2990.64,249.22
9697,2960.62,246.72
9698,2374.54,197.88
9699,3369.64,280.80
9700,3648.66,304.06
9701,2560.80,213.40
9702,4086.84,340.57
9703,8678.94,723.25
9704,7630.18,635.85
9705,2931.92,244.33
9706,2461.26,205.11
9707,3309.80,275.82
9708,3475.30,289.61
9709,3676.00,306.33
9710,3324.22,277.02
9711,4096.15,341.35
9712,7195.01,599.58
9713,2391.56,199.30
9714,6726.70,560.56
9715,3005.46,250.46
9716,3887.39,323.95
9717,4174.72,347.89
9718,6372.84,531.07
9719,5218.82,434.90
9720,3477.10,289.76
9721,1735.60,144.63
9722,3897.59,324.80
9723,6566.17,547.18
9724,3750.38,312.53
9725,3784.67,315.39
9726,6791.11,565.93
9727,3828.14,319.01
9728,6635.38,552.95
9729,6792.80,566.07
9730,3941.54,328.46
9731,4420.86,368.41
9732,4329.29,360.77
9733,5902.62,491.88
9734,7668.28,639.02
9735,1863.24,155.27
9736,1707.68,142.31
9737,3791.94,316.00
9738,6498.05,541.50
9739,2356.22,196.35
9740,4017.32,334.78
9741,6255.66,521.31
9742,1870.95,155.91
9743,4885.94,407.16
9744,6120.66,510.06
9745,2103.74,175.31
9746,3248.98,270.75
9747,4670.70,389.23
9748,6994.18,582.85
9749,1600.02,133.34
9750,4749.78,395.82
9751,7953.22,662.77
9752,613.86,51.16
9753,4767.98,397.33
9754,7214.38,601.20
9755,4077.12,339.76
9756,6517.66,543.14
9757,3711.35,309.28
9758,6422.86,535.24
9759,4078.04,339.84
9760,5532.77,461.06
9761,2119.72,176.64
9762,6580.58,548.38
9763,2905.05,242.09
9764,3341.78,278.48
9765,5695.66,474.64
9766,3608.44,300.70
9767,5830.42,485.87
9768,3899.30,324.94
9769,3242.10,270.18
9770,2386.88,198.91
9771,4161.18,346.76
9772,7488.77,624.06
9773,2255.60,187.97
9774,3926.30,327.19
9775,7396.54,616.38
9776,6213.50,517.79
9777,5307.02,442.25
9778,3142.22,261.85
9779,6338.54,528.21
9780,3409.98,284.16
9781,5695.13,474.59
9782,3261.11,271.76
9783,2745.50,228.79
9784,4471.52,372.63
9785,4110.57,342.55
9786,1836.30,153.03
9787,3252.90,271.07
9788,3280.74,273.40
9789,3982.42,331.87
9790,7752.63,646.05
9791,2659.92,221.66
9792,3051.42,254.29
9793,5286.22,440.52
9794,2162.16,180.18
9795,3383.02,281.92
9796,3547.58,295.63
9797,7401.09,616.76
9798,3390.66,282.56
9799,7407.54,617.30
9800,2118.28,176.52
9801,4090.58,340.88
9802,2960.01,246.67
9803,3713.64,309.47
9804,2922.82,243.57
9805,3152.66,262.72
9806,5477.68,456.47
9807,4895.10,407.93
9808,6877.06,573.09
9809,2019.24,168.27
9810,4957.25,413.10
9811,4442.42,370.20
9812,5341.06,445.09
9813,7074.13,589.51
9814,3670.78,305.90
9815,4553.90,379.49
9816,5658.71,471.56
9817,3546.54,295.55
9818,5378.11,448.18
9819,4535.80,377.98
9820,5181.46,431.79
9821,4554.27,379.52
9822,2520.20,210.02
9823,3872.48,322.71
9824,5888.50,490.71
9825,7358.54,613.21
9826,7580.91,631.74
9827,1366.36,113.86
9828,6590.00,549.17
9829,4089.86,340.82
9830,2936.24,244.69
9831,1897.50,158.13
9832,3117.22,259.77
9833,7254.68,604.56
9834,5768.14,480.68
9835,3806.50,317.21
9836,4768.09,397.34
9837,3412.00,284.33
9838,6404.60,533.72
9839,6814.52,567.88
9840,4509.04,375.75
9841,5386.84,448.90
9842,2197.52,183.13
9843,5254.90,437.91
9844,3228.42,269.04
9845,3635.66,302.97
9846,4011.12,334.26
9847,6784.74,565.39
9848,2199.12,183.26
9849,6110.23,509.19
9850,2417.40,201.45
9851,5087.74,423.98
9852,2769.42,230.79
9853,2337.40,194.78
9854,5350.48,445.87
9855,2790.06,232.51
9856,6275.06,522.92
9857,3454.16,287.85
9858,2134.16,177.85
9859,5329.58,444.13
9860,5990.14,499.18
9861,3403.86,283.66
9862,2998.18,249.85
9863,3167.44,263.95
9864,3271.00,272.58
9865,6094.48,507.87
9866,3641.92,303.49
9867,4101.50,341.79
9868,5082.19,423.52
9869,3277.46,273.12
9870,7127.84,593.99
9871,4560.90,380.08
9872,3890.54,324.21
9873,4669.04,389.09
9874,1996.68,166.39
9875,6446.45,537.20
9876,3472.91,289.41
9877,6538.98,544.92
9878,4992.22,416.02
9879,3158.52,263.21
9880,4099.22,341.60
9881,2866.48,238.87
9882,3477.76,289.81
9883,2770.68,230.89
9884,3167.62,263.97
9885,7295.86,607.99
9886,2224.46,185.37
9887,2667.78,222.32
9888,4239.68,353.31
9889,6276.06,523.01
9890,7048.08,587.34
9891,1387.40,115.62
9892,3448.47,287.37
9893,5992.14,499.35
9894,2390.42,199.20
9895,6287.84,523.99
9896,2278.38,189.86
9897,1735.08,144.59
9898,3280.14,273.35
9899,2179.80,181.65
9900,1883.90,156.99
9901,6534.48,544.54
9902,2672.60,222.72
9903,6214.56,517.88
9904,2673.30,222.78
9905,4540.62,378.39
9906,2100.96,175.08
9907,3479.96,290.00
9908,3007.10,250.59
9909,4118.64,343.22
9910,4172.92,347.74
9911,5778.36,481.53
9912,1981.28,165.11
9913,3977.56,331.46
9914,3842.00,320.17
9915,7522.17,626.85
9916,2738.24,228.19
9917,3401.19,283.43
9918,5102.18,425.18
9919,5828.30,485.69
9920,3885.95,323.83
9921,5338.63,444.89
9922,3354.30,279.53
9923,1691.06,140.92
9924,6298.40,524.87
9925,2407.58,200.63
9926,4318.86,359.91
9927,5202.33,433.53
9928,7429.96,619.16
9929,5848.11,487.34
9930,2596.84,216.40
9931,864.85,72.07
9932,4903.67,408.64
9933,4005.82,333.82
9934,5483.12,456.93
9935,6959.50,579.96
9936,3104.34,258.70
9937,3861.50,321.79
9938,2579.56,214.96
9939,3517.96,293.16
9940,4469.12,372.43
9941,6683.98,557.00
9942,6772.88,564.41
9943,4610.66,384.22
9944,3519.34,293.28
9945,6740.61,561.72
9946,3326.00,277.17
9947,4869.41,405.78
9948,2409.33,200.78
9949,5862.88,488.57
9950,4541.16,378.43
9951,6302.39,525.20
9952,5780.38,481.70
9953,4966.92,413.91
9954,4333.60,361.13
9955,2501.71,208.48
9956,5320.98,443.42
9957,2546.50,212.21
9958,2923.37,243.61
9959,3619.10,301.59
9960,3050.25,254.19
9961,3011.20,250.93
9962,2847.97,237.33
9963,2109.74,175.81
9964,3904.64,325.39
9965,2397.60,199.80
9966,2169.81,180.82
9967,4389.02,365.75
9968,5297.28,441.44
9969,5735.30,477.94
9970,6590.62,549.22
9971,6922.80,576.90
9972,2223.22,185.27
9973,3159.84,263.32
9974,2717.46,226.46
9975,3821.77,318.48
9976,3386.22,282.19
9977,3383.78,281.98
9978,2582.94,215.25
9979,4348.23,362.35
9980,2166.26,180.52
9981,2850.37,237.53
9982,1124.00,93.67
9983,3622.68,301.89
9984,5866.28,488.86
9985,2794.30,232.86
9986,3182.84,265.24
9987,4814.40,401.20
9988,7020.32,585.03
9989,4448.30,370.69
9990,5780.84,481.74
9991,2341.52,195.13
9992,2696.64,224.72
9993,2252.84,187.74
9994,4445.13,370.43
9995,4195.52,349.63
9996,5451.02,454.25
9997,3229.96,269.16
9998,5816.01,484.67
9999,6281.22,523.44
10000,4572.80,381.07
10001,6588.60,549.05
10002,1684.02,140.34
10003,7604.64,633.72
10004,2314.94,192.91
10005,3942.54,328.54
10006,1934.46,161.21
10007,6526.78,543.90
10008,1771.50,147.63
10009,5621.60,468.47
10010,5194.29,432.86
10011,6187.66,515.64
10012,3686.68,307.22
10013,4859.75,404.98
10014,2090.68,174.22
10015,4540.06,378.34
10016,3489.35,290.78
10017,6379.84,531.65
10018,1131.67,94.31
10019,2591.80,215.98
10020,2086.16,173.85
10021,4031.16,335.93
10022,5463.10,455.26
10023,6086.45,507.20
10024,2985.66,248.80
10025,5395.34,449.61
10026,6227.55,518.96
10027,2134.06,177.84
10028,3265.64,272.14
10029,1684.10,140.34
10030,3055.32,254.61
10031,3084.52,257.04
10032,3686.98,307.25
10033,6057.13,504.76
10034,5331.14,444.26
10035,6533.20,544.43
10036,6196.82,516.40
10037,5864.62,488.72
10038,5336.74,444.73
10039,3821.90,318.49
10040,4553.96,379.50
10041,2745.20,228.77
10042,4417.30,368.11
10043,2333.98,194.50
10044,3570.78,297.57
10045,2387.84,198.99
10046,1605.24,133.77
10047,4105.12,342.09
10048,2076.02,173.00
10049,1983.26,165.27
10050,5882.64,490.22
10051,4465.10,372.09
10052,2804.26,233.69
10053,8861.69,738.47
10054,3653.76,304.48
10055,6242.45,520.20
10056,3326.76,277.23
10057,2412.34,201.03
10058,2652.71,221.06
10059,6379.62,531.64
10060,7811.82,650.98
10061,6537.66,544.81
10062,6542.69,545.22
10063,3605.08,300.42
10064,3866.38,322.20
10065,4098.10,341.51
10066,3550.42,295.87
10067,2975.01,247.92
10068,5550.60,462.55
10069,2167.48,180.62
10070,7298.28,608.19
10071,7219.88,601.66
10072,4083.80,340.32
10073,6987.69,582.31
10074,3654.30,304.53
10075,3999.32,333.28
10076,3549.76,295.81
10077,5865.60,488.80
10078,3318.04,276.50
10079,6202.78,516.90
10080,3932.24,327.69
10081,1977.32,164.78
10082,3751.24,312.60
10083,3231.26,269.27
10084,7064.30,588.69
10085,5771.12,480.93
10086,2028.36,169.03
10087,3157.92,263.16
10088,1779.93,148.33
10089,2869.57,239.13
10090,3862.36,321.86
10091,6484.08,540.34
10092,3072.54,256.05
10093,4950.54,412.55
10094,4049.59,337.47
10095,3983.10,331.93
10096,5359.39,446.62
10097,5525.24,460.44
10098,2372.64,197.72
10099,3292.18,274.35
10100,3571.10,297.59
10101,3295.55,274.63
10102,3965.88,330.49
10103,2949.90,245.83
10104,3815.44,317.95
10105,4171.45,347.62
10106,3934.93,327.91
10107,4669.04,389.09
10108,3714.22,309.52
10109,6882.97,573.58
10110,7126.23,593.85
10111,2716.24,226.35
10112,2407.56,200.63
10113,2052.34,171.03
10114,4677.92,389.83
10115,3126.22,260.52
10116,1701.62,141.80
10117,3094.22,257.85
10118,2462.04,205.17
10119,3859.24,321.60
10120,3766.16,313.85
10121,4806.50,400.54
10122,1664.22,138.69
10123,4997.38,416.45
10124,5438.26,453.19
10125,3501.72,291.81
10126,4264.22,355.35
10127,4005.20,333.77
10128,5869.47,489.12
10129,3516.18,293.01
10130,4020.27,335.02
10131,7162.09,596.84
10132,4163.82,346.99
10133,4082.62,340.22
10134,6288.20,524.02
10135,6598.50,549.88
10136,4744.82,395.40
10137,2705.89,225.49
10138,3255.20,271.27
10139,2037.50,169.79
10140,2194.10,182.84
10141,4329.60,360.80
10142,5508.97,459.08
10143,2683.47,223.62
10144,2533.32,211.11
10145,1957.22,163.10
10146,3847.14,320.60
10147,2396.76,199.73
10148,3681.22,306.77
10149,3218.46,268.21
10150,3397.34,283.11
10151,3866.24,322.19
10152,2320.84,193.40
10153,3236.62,269.72
10154,3592.04,299.34
10155,4442.60,370.22
10156,2181.24,181.77
10157,2923.74,243.65
10158,1396.54,116.38
10159,6454.46,537.87
10160,2504.36,208.70
10161,7395.10,616.26
10162,4356.08,363.01
10163,1835.76,152.98
10164,5196.08,433.01
10165,6703.14,558.60
10166,3513.50,292.79
10167,2140.30,178.36
10168,7462.00,621.83
10169,4891.26,407.61
10170,6140.04,511.67
10171,3520.26,293.36
10172,2424.47,202.04
10173,4292.94,357.75
10174,3719.78,309.98
10175,3724.86,310.41
10176,5770.66,480.89
10177,906.68,75.56
10178,4707.27,392.27
10179,5072.74,422.73
10180,4856.74,404.73
10181,4225.94,352.16
10182,3740.86,311.74
10183,3034.00,252.83
10184,6864.30,572.03
10185,2841.42,236.79
10186,5281.06,440.09
10187,4294.11,357.84
10188,2538.94,211.58
10189,4789.54,399.13
10190,1741.54,145.13
10191,3860.24,321.69
10192,4104.50,342.04
10193,3690.31,307.53
10194,3395.06,282.92
10195,7217.24,601.44
10196,3935.24,327.94
10197,2165.64,180.47
10198,4273.56,356.13
10199,2731.63,227.64
10200,3362.22,280.19
10201,2990.84,249.24
10202,7385.31,615.44
10203,3877.88,323.16
10204,6590.08,549.17
10205,2289.62,190.80
10206,3194.30,266.19
10207,6640.20,553.35
10208,4159.48,346.62
10209,2727.56,227.30
10210,3412.78,284.40
10211,7231.76,602.65
10212,6446.90,537.24
10213,3624.74,302.06
10214,3440.09,286.67
10215,2693.06,224.42
10216,2310.06,192.51
10217,3348.76,279.06
10218,7556.25,629.69
10219,3062.62,255.22
10220,2416.70,201.39
10221,3515.46,292.96
10222,6087.82,507.32
10223,6903.82,575.32
10224,3068.00,255.67
10225,4042.24,336.85
10226,3457.28,288.11
10227,2738.12,228.18
10228,2914.22,242.85
10229,3007.20,250.60
10230,3720.68,310.06
10231,4576.96,381.41
10232,2321.56,193.46
10233,5574.51,464.54
10234,5197.01,433.08
10235,4618.94,384.91
10236,3646.32,303.86
10237,5367.56,447.30
10238,4394.88,366.24
10239,1706.50,142.21
10240,3805.84,317.15
10241,3380.34,281.70
10242,6504.70,542.06
10243,3234.96,269.58
10244,6067.04,505.59
10245,884.12,73.68
10246,1907.80,158.98
10247,4254.94,354.58
10248,2625.32,218.78
10249,1286.12,107.18
10250,3162.70,263.56
10251,5520.70,460.06
10252,2443.20,203.60
10253,2888.36,240.70
10254,1618.94,134.91
10255,5632.68,469.39
10256,3555.75,296.31
10257,2940.26,245.02
10258,3589.69,299.14
10259,4117.56,343.13
10260,4194.50,349.54
10261,8012.13,667.68
10262,3056.12,254.68
10263,4177.82,348.15
10264,6074.97,506.25
10265,4921.73,410.14
10266,3703.21,308.60
10267,4788.58,399.05
10268,7848.31,654.03
10269,3324.54,277.05
10270,3890.34,324.20
10271,2413.98,201.17
10272,6940.66,578.39
10273,3700.46,308.37
10274,2830.50,235.88
10275,3557.63,296.47
10276,1890.20,157.52
10277,3252.55,271.05
10278,3783.08,315.26
10279,3588.36,299.03
10280,2912.02,242.67
10281,3310.40,275.87
10282,3518.29,293.19
10283,3272.13,272.68
10284,841.62,70.14
10285,5527.16,460.60
10286,6926.94,577.25
10287,4043.07,336.92
10288,7382.73,615.23
10289,4125.68,343.81
10290,5466.77,455.56
10291,5715.97,476.33
10292,1704.92,142.08
10293,1719.76,143.31
10294,1288.42,107.37
10295,2804.78,233.73
10296,4466.44,372.20
10297,4323.77,360.31
10298,2664.60,222.05
10299,7067.96,589.00
10300,5036.40,419.70
10301,5948.05,495.67
10302,7187.87,598.99
10303,2900.48,241.71
10304,7382.23,615.19
10305,1906.66,158.89
10306,3355.98,279.67
10307,5277.48,439.79
10308,3308.80,275.73
10309,6069.50,505.79
10310,3409.20,284.10
10311,6986.19,582.18
10312,3344.00,278.67
10313,2938.18,244.85
10314,6335.70,527.98
10315,3437.28,286.44
10316,5816.15,484.68
10317,4334.50,361.21
10318,2073.38,172.78
10319,4623.38,385.28
10320,6228.06,519.01
10321,6231.70,519.31
10322,4102.72,341.89
10323,2924.61,243.72
10324,4099.70,341.64
10325,2407.48,200.62
10326,3145.70,262.14
10327,2763.75,230.31
10328,6002.08,500.17
10329,5676.50,473.04
10330,3503.18,291.93
10331,5779.62,481.64
10332,4212.10,351.01
10333,4526.24,377.19
10334,3129.68,260.81
10335,5491.40,457.62
10336,3370.70,280.89
10337,6098.22,508.19
10338,2761.10,230.09
10339,6670.82,555.90
10340,3650.30,304.19
10341,3892.96,324.41
10342,1812.83,151.07
10343,2069.86,172.49
10344,2333.90,194.49
10345,5240.56,436.71
10346,2069.26,172.44
10347,2939.04,244.92
10348,6046.36,503.86
10349,3391.82,282.65
10350,6073.80,506.15
10351,3498.78,291.57
10352,5995.02,499.59
10353,7093.67,591.14
10354,3188.66,265.72
10355,4168.68,347.39
10356,4219.26,351.60
10357,4230.48,352.54
10358,5058.70,421.56
10359,6815.33,567.94
10360,3201.42,266.79
10361,8505.64,708.80
10362,2505.40,208.78
10363,2809.26,234.11
10364,606.54,50.54
10365,5595.80,466.32
10366,5562.52,463.54
10367,6165.30,513.78
10368,6201.88,516.82
10369,4267.00,355.58
10370,2272.18,189.35
10371,5598.66,466.56
10372,3728.22,310.69
10373,1806.24,150.52
10374,5492.84,457.74
10375,2496.60,208.05
10376,5354.06,446.17
10377,4061.97,338.50
10378,3857.40,321.45
10379,3232.46,269.37
10380,8968.16,747.35
10381,6118.85,509.90
10382,2835.95,236.33
10383,5596.68,466.39
10384,3265.84,272.15
10385,4216.03,351.34
10386,4896.26,408.02
10387,4659.98,388.33
10388,6254.99,521.25
10389,3393.69,282.81
10390,5619.96,468.33
10391,3726.68,310.56
10392,5632.35,469.36
10393,5492.74,457.73
10394,2159.66,179.97
10395,4730.67,394.22
10396,3507.54,292.30
10397,5486.19,457.18
10398,4888.56,407.38
10399,1808.84,150.74
10400,6408.78,534.07
10401,7871.48,655.96
10402,2280.51,190.04
10403,6611.58,550.97
10404,6782.63,565.22
10405,6748.84,562.40
10406,7447.53,620.63
10407,5115.98,426.33
10408,6777.70,564.81
10409,3760.92,313.41
10410,2555.16,212.93
10411,3989.30,332.44
10412,7286.50,607.21
10413,5066.22,422.18
10414,7295.53,607.96
10415,1220.96,101.75
10416,4639.02,386.59
10417,1656.26,138.02
10418,2367.12,197.26
10419,2096.62,174.72
10420,2786.84,232.24
